X,Y,Z,Label
396105.936,3988040.167,1931.391,1931.391
396107.199,3988334.897,1931.420,1931.420
396068.087,3988092.677,1931.449,1931.449
396049.776,3988211.584,1931.481,1931.481
396073.375,3988095.910,1931.562,1931.562
396111.418,3988004.932,1931.567,1931.567
396044.501,3988145.623,1931.585,1931.585
396060.399,3988257.849,1931.603,1931.603
396073.712,3988138.119,1931.610,1931.610
396069.770,3988087.452,1931.731,1931.731
396114.756,3988024.054,1931.769,1931.769
396060.209,3988138.741,1931.794,1931.794
396078.416,3988108.665,1931.796,1931.796
396039.885,3988163.977,1931.827,1931.827
396121.051,3988408.323,1931.839,1931.839
396072.215,3988075.411,1931.840,1931.840
396110.643,3987999.936,1931.867,1931.867
396063.633,3988253.979,1931.907,1931.907
396084.869,3988285.125,1931.928,1931.928
396055.065,3988220.892,1931.929,1931.929
396091.260,3988291.647,1931.934,1931.934
396107.857,3988043.138,1931.958,1931.958
396119.761,3988425.486,1931.980,1931.980
396120.056,3988420.312,1932.015,1932.015
396072.014,3988070.227,1932.026,1932.026
396127.197,3988391.427,1932.038,1932.038
396104.097,3988039.727,1932.055,1932.055
396122.579,3988393.388,1932.065,1932.065
396045.752,3988200.209,1932.164,1932.164
396075.999,3988058.160,1932.181,1932.181
396120.352,3987970.533,1932.196,1932.196
396054.783,3988230.480,1932.221,1932.221
396123.186,3988398.556,1932.235,1932.235
396041.160,3988156.586,1932.247,1932.247
396096.737,3988312.460,1932.341,1932.341
396074.110,3988063.130,1932.400,1932.400
396123.184,3988387.607,1932.418,1932.418
396124.056,3988404.155,1932.462,1932.462
396121.498,3988413.448,1932.477,1932.477
396056.618,3988235.281,1932.486,1932.486
396058.062,3988240.406,1932.515,1932.515
396107.977,3988329.904,1932.556,1932.556
396115.289,3987991.229,1932.566,1932.566
396114.772,3988362.642,1932.621,1932.621
396105.533,3988034.663,1932.693,1932.693
396110.560,3988032.958,1932.698,1932.698
396078.371,3988141.051,1932.706,1932.706
396083.188,3988139.106,1932.707,1932.707
396102.208,3988322.579,1932.711,1932.711
396097.891,3988306.535,1932.718,1932.718
396094.089,3988041.108,1932.753,1932.753
396114.205,3987996.170,1932.825,1932.825
396117.923,3987984.430,1932.879,1932.879
396082.905,3988115.821,1933.014,1933.014
396056.203,3988142.046,1933.023,1933.023
396043.610,3988188.141,1933.037,1933.037
396099.244,3988037.493,1933.073,1933.073
396049.981,3988144.009,1933.141,1933.141
396065.418,3988138.309,1933.172,1933.172
396078.511,3988094.274,1933.175,1933.175
396120.436,3987989.292,1933.195,1933.195
396088.067,3988061.712,1933.203,1933.203
396119.200,3988382.510,1933.204,1933.204
396123.266,3988450.126,1933.208,1933.208
396088.403,3988056.587,1933.215,1933.215
396041.860,3988170.742,1933.236,1933.236
396050.388,3988202.518,1933.250,1933.250
396109.860,3988038.179,1933.255,1933.255
396046.095,3988153.508,1933.262,1933.262
396072.892,3988082.128,1933.276,1933.276
396063.731,3988267.520,1933.287,1933.287
396044.090,3988161.105,1933.371,1933.371
396085.319,3988143.957,1933.452,1933.452
396076.609,3988067.626,1933.738,1933.738
396083.505,3988059.227,1933.792,1933.792
396118.446,3988369.106,1933.807,1933.807
396079.734,3988062.557,1933.809,1933.809
396082.948,3988125.187,1933.866,1933.866
396076.723,3988072.651,1933.877,1933.877
396100.365,3988317.497,1933.884,1933.884
396089.853,3988049.341,1933.895,1933.895
396119.177,3988376.869,1933.999,1933.999
396109.084,3988339.759,1934.029,1934.029
396114.082,3988356.369,1934.033,1934.033
396073.483,3988090.847,1934.061,1934.061
396080.937,3988104.115,1934.062,1934.062
396093.357,3988059.445,1934.095,1934.095
396083.557,3988070.783,1934.166,1934.166
396081.845,3988280.472,1934.184,1934.184
396094.815,3988046.081,1934.266,1934.266
396086.531,3988134.590,1934.324,1934.324
396079.182,3988099.284,1934.354,1934.354
396115.538,3988008.729,1934.364,1934.364
396048.997,3988149.182,1934.386,1934.386
396121.256,3987980.380,1934.392,1934.392
396113.711,3988350.517,1934.493,1934.493
396043.951,3988180.728,1934.532,1934.532
396097.907,3988299.509,1934.549,1934.549
396115.440,3988001.722,1934.618,1934.618
396119.113,3988017.594,1934.620,1934.620
396055.965,3988212.238,1934.625,1934.625
396061.581,3988244.159,1934.629,1934.629
396123.493,3987984.972,1934.762,1934.762
396089.727,3988286.814,1934.795,1934.795
396044.371,3988166.388,1934.803,1934.803
396076.573,3988078.428,1934.823,1934.823
396044.641,3988175.691,1934.871,1934.871
396099.225,3988042.615,1934.959,1934.959
396071.962,3988274.246,1934.981,1934.981
396081.015,3988075.365,1935.071,1935.071
396119.066,3988031.965,1935.100,1935.100
396121.734,3988436.878,1935.153,1935.153
396058.765,3988217.343,1935.192,1935.192
396125.988,3988410.365,1935.199,1935.199
396065.338,3988260.237,1935.265,1935.265
396112.285,3988343.895,1935.279,1935.279
396086.141,3988129.217,1935.298,1935.298
396051.631,3988153.452,1935.353,1935.353
396076.354,3988086.423,1935.403,1935.403
396063.530,3988248.822,1935.405,1935.405
396054.924,3988146.890,1935.574,1935.574
396048.891,3988158.210,1935.579,1935.579
396083.549,3988110.628,1935.592,1935.592
396062.629,3988143.314,1935.664,1935.664
396112.267,3988333.316,1935.728,1935.728
396080.752,3988146.036,1935.746,1935.746
396119.240,3987994.372,1935.763,1935.763
396048.552,3988190.660,1935.781,1935.781
396124.966,3988440.774,1935.816,1935.816
396069.567,3988142.197,1935.825,1935.825
396111.803,3988326.282,1935.831,1935.831
396048.801,3988163.988,1935.835,1935.835
396067.904,3988270.773,1935.849,1935.849
396047.259,3988184.634,1935.867,1935.867
396126.400,3988445.566,1935.877,1935.877
396083.853,3988065.485,1935.950,1935.950
396121.691,3988027.701,1935.992,1935.992
396122.240,3988430.664,1936.044,1936.044
396060.337,3988222.270,1936.075,1936.075
396101.616,3988310.138,1936.088,1936.088
396097.834,3988293.724,1936.118,1936.118
396119.723,3988364.180,1936.161,1936.161
396123.660,3988014.671,1936.174,1936.174
396092.927,3988054.198,1936.202,1936.202
396097.505,3988051.024,1936.413,1936.413
396047.368,3988171.497,1936.448,1936.448
396092.262,3988064.440,1936.478,1936.478
396101.576,3988303.056,1936.645,1936.645
396050.553,3988197.300,1936.663,1936.663
396074.244,3988144.595,1936.758,1936.758
396130.587,3988387.507,1936.763,1936.763
396058.907,3988227.198,1936.795,1936.795
396078.488,3988276.423,1936.797,1936.797
396053.645,3988207.309,1936.810,1936.810
396123.553,3988379.434,1936.873,1936.873
396134.108,3987962.793,1936.881,1936.881
396118.551,3988359.247,1936.917,1936.917
396127.871,3988400.872,1936.942,1936.942
396126.717,3988383.639,1937.035,1937.035
396120.196,3987999.446,1937.088,1937.088
396107.245,3988318.755,1937.151,1937.151
396096.026,3988288.877,1937.209,1937.209
396088.268,3988075.813,1937.235,1937.235
396101.048,3988047.292,1937.382,1937.382
396123.326,3988373.129,1937.398,1937.398
396085.040,3988149.004,1937.443,1937.443
396128.582,3988453.688,1937.517,1937.517
396049.525,3988179.711,1937.538,1937.538
396064.215,3988218.810,1937.636,1937.636
396116.399,3988036.483,1937.680,1937.680
396119.743,3988004.653,1937.709,1937.709
396060.996,3988232.094,1937.717,1937.717
396104.371,3988314.430,1937.735,1937.735
396080.476,3988089.460,1937.903,1937.903
396129.883,3988395.655,1937.904,1937.904
396079.917,3988082.687,1937.914,1937.914
396061.931,3988237.111,1937.997,1937.997
396120.330,3988022.521,1938.011,1938.011
396051.599,3988168.524,1938.026,1938.026
396129.110,3988406.325,1938.041,1938.041
396068.441,3988264.779,1938.124,1938.124
396056.487,3988151.775,1938.135,1938.135
396053.047,3988161.136,1938.143,1938.143
396085.714,3988106.097,1938.145,1938.145
396055.962,3988156.966,1938.160,1938.160
396112.188,3988321.040,1938.177,1938.177
396083.457,3988095.808,1938.198,1938.198
396084.085,3988079.600,1938.203,1938.203
396120.315,3988010.297,1938.208,1938.208
396125.012,3988418.190,1938.262,1938.262
396090.988,3988131.082,1938.314,1938.314
396119.112,3988354.123,1938.342,1938.342
396091.034,3988136.860,1938.346,1938.346
396102.623,3988296.703,1938.364,1938.364
396060.498,3988148.290,1938.400,1938.400
396127.777,3987981.579,1938.402,1938.402
396116.008,3988329.472,1938.431,1938.431
396122.729,3988035.579,1938.447,1938.447
396088.478,3988281.176,1938.502,1938.502
396117.219,3988346.061,1938.522,1938.522
396095.394,3988068.686,1938.560,1938.560
396104.262,3988057.612,1938.565,1938.565
396124.819,3987993.118,1938.603,1938.603
396102.509,3988052.642,1938.661,1938.661
396126.102,3988434.191,1938.670,1938.670
396051.704,3988174.946,1938.755,1938.755
396087.997,3988122.990,1938.808,1938.808
396128.708,3988016.597,1938.826,1938.826
396114.085,3988338.797,1938.854,1938.854
396098.086,3988056.144,1938.976,1938.976
396067.888,3988245.510,1939.094,1939.094
396062.330,3988213.630,1939.117,1939.117
396127.977,3988036.824,1939.134,1939.134
396125.934,3988031.587,1939.266,1939.266
396099.088,3988061.071,1939.283,1939.283
396068.463,3988256.305,1939.439,1939.439
396125.978,3988423.410,1939.469,1939.469
396132.159,3988033.475,1939.488,1939.488
396068.469,3988250.644,1939.508,1939.508
396085.463,3988100.686,1939.511,1939.511
396052.930,3988183.622,1939.530,1939.530
396121.137,3988349.545,1939.530,1939.530
396099.866,3988066.011,1939.562,1939.562
396054.160,3988193.797,1939.586,1939.586
396084.281,3988085.740,1939.615,1939.615
396053.449,3988188.808,1939.734,1939.734
396127.827,3988376.205,1939.741,1939.741
396134.774,3988038.034,1939.760,1939.760
396124.165,3988366.935,1939.810,1939.810
396076.542,3988149.248,1939.874,1939.874
396055.427,3988199.726,1939.945,1939.945
396088.510,3988112.595,1939.952,1939.952
396125.387,3987998.085,1940.015,1940.015
396106.722,3988049.339,1940.033,1940.033
396055.834,3988165.513,1940.037,1940.037
396116.573,3988324.267,1940.084,1940.084
396114.690,3988041.256,1940.107,1940.107
396085.352,3988276.400,1940.121,1940.121
396068.907,3988147.264,1940.143,1940.143
396099.829,3988071.164,1940.149,1940.149
396076.515,3988271.794,1940.230,1940.230
396105.311,3988306.492,1940.250,1940.250
396119.780,3988040.469,1940.270,1940.270
396090.966,3988141.968,1940.296,1940.296
396230.921,3988480.580,1940.299,1940.299
396127.320,3988428.381,1940.318,1940.318
396118.463,3988341.217,1940.320,1940.320
396055.041,3988178.917,1940.422,1940.422
396123.447,3988356.854,1940.422,1940.422
396125.512,3988020.837,1940.429,1940.429
396092.302,3988072.663,1940.502,1940.502
396056.014,3988170.972,1940.516,1940.516
396125.362,3988007.642,1940.525,1940.525
396091.693,3988108.171,1940.529,1940.529
396131.423,3988448.885,1940.540,1940.540
396130.839,3988442.606,1940.594,1940.594
396061.081,3988154.051,1940.663,1940.663
396122.483,3988344.331,1940.682,1940.682
396066.581,3988240.621,1940.739,1940.739
396059.293,3988160.814,1940.774,1940.774
396085.497,3988090.858,1940.847,1940.847
396131.276,3987985.351,1940.874,1940.874
396071.809,3988260.460,1940.976,1940.976
396057.721,3988204.242,1940.995,1940.995
396081.079,3988152.325,1941.018,1941.018
396129.155,3988414.507,1941.083,1941.083
396067.999,3988214.973,1941.146,1941.146
396065.820,3988151.277,1941.148,1941.148
396151.008,3987941.459,1941.198,1941.198
396094.065,3988284.037,1941.212,1941.212
396072.847,3988267.846,1941.213,1941.213
396125.361,3988362.047,1941.260,1941.260
396092.109,3988079.370,1941.275,1941.275
396131.936,3987990.931,1941.349,1941.349
396088.524,3988083.078,1941.363,1941.363
396111.469,3988047.390,1941.373,1941.373
396128.008,3988370.714,1941.389,1941.389
396133.504,3988392.037,1941.416,1941.416
396082.080,3988272.602,1941.445,1941.445
396102.825,3988291.496,1941.499,1941.499
396060.473,3988208.877,1941.654,1941.654
396127.322,3988002.740,1941.689,1941.689
396133.336,3987980.688,1941.703,1941.703
396108.169,3988054.345,1941.709,1941.709
396070.336,3988219.599,1941.765,1941.765
396131.612,3988380.227,1941.833,1941.833
396106.019,3988300.665,1941.877,1941.877
396139.105,3987954.384,1941.921,1941.921
396130.622,3988437.517,1941.978,1941.978
396117.894,3988334.892,1942.036,1942.036
396116.018,3988317.557,1942.089,1942.089
396130.411,3987995.842,1942.120,1942.120
396133.499,3988402.802,1942.230,1942.230
396097.286,3988081.166,1942.272,1942.272
396129.073,3988024.700,1942.275,1942.275
396089.918,3988103.278,1942.275,1942.275
396125.040,3988041.525,1942.299,1942.299
396133.509,3988456.365,1942.317,1942.317
396058.627,3988175.258,1942.327,1942.327
396111.387,3988315.670,1942.355,1942.355
396116.642,3988045.960,1942.359,1942.359
396058.027,3988185.597,1942.446,1942.446
396095.311,3988148.400,1942.452,1942.452
396104.721,3988068.161,1942.454,1942.454
396134.620,3988397.897,1942.496,1942.496
396064.895,3988228.050,1942.499,1942.499
396058.489,3988191.054,1942.526,1942.526
396089.716,3988152.198,1942.547,1942.547
396121.277,3988331.190,1942.685,1942.685
396095.362,3988153.422,1942.691,1942.691
396059.157,3988196.165,1942.750,1942.750
396066.346,3988234.271,1942.809,1942.809
396120.297,3988320.648,1942.825,1942.825
396060.333,3988168.007,1942.835,1942.835
396109.806,3988310.563,1942.850,1942.850
396104.166,3988063.079,1942.888,1942.888
396092.238,3988126.083,1942.920,1942.920
396125.478,3988352.208,1942.964,1942.964
396121.326,3988325.967,1942.984,1942.984
396071.762,3988151.448,1942.984,1942.984
396066.813,3988223.378,1943.034,1943.034
396066.582,3988209.983,1943.041,1943.041
396060.786,3988181.377,1943.108,1943.108
396122.202,3988337.554,1943.112,1943.112
396064.112,3988158.370,1943.120,1943.120
396129.079,3988011.531,1943.121,1943.121
396135.325,3988384.231,1943.132,1943.132
396101.637,3988286.525,1943.137,1943.137
396130.835,3988041.225,1943.156,1943.156
396091.788,3988157.058,1943.162,1943.162
396130.852,3988431.991,1943.166,1943.166
396132.980,3988409.763,1943.182,1943.182
396089.878,3988097.083,1943.339,1943.339
396091.246,3988089.074,1943.401,1943.401
396129.117,3988365.753,1943.402,1943.402
396096.813,3988075.412,1943.424,1943.424
396132.875,3988028.388,1943.435,1943.435
396063.557,3988163.994,1943.529,1943.529
396093.785,3988115.846,1943.532,1943.532
396235.763,3988467.484,1943.536,1943.536
396138.972,3988041.286,1943.555,1943.555
396068.825,3988155.675,1943.576,1943.576
396104.837,3988073.565,1943.589,1943.589
396121.745,3988045.353,1943.605,1943.605
396139.088,3988035.248,1943.608,1943.608
396109.220,3988061.223,1943.621,1943.621
396093.036,3988121.011,1943.623,1943.623
396136.072,3987987.429,1943.682,1943.682
396062.266,3988200.631,1943.723,1943.723
396093.701,3988278.821,1943.820,1943.820
396129.983,3988419.753,1943.823,1943.823
396090.769,3988274.303,1943.844,1943.844
396096.447,3988104.624,1943.872,1943.872
396144.594,3987954.477,1943.875,1943.875
396132.264,3988373.666,1943.916,1943.916
396076.046,3988263.871,1943.919,1943.919
396074.805,3988253.993,1943.974,1943.974
396139.238,3987975.302,1944.024,1944.024
396098.730,3988282.039,1944.048,1944.048
396127.195,3988347.413,1944.069,1944.069
396072.549,3988241.974,1944.161,1944.161
396064.328,3988205.487,1944.165,1944.165
396075.919,3988154.571,1944.175,1944.175
396240.538,3988459.824,1944.213,1944.213
396113.444,3988052.067,1944.234,1944.234
396076.593,3988258.716,1944.239,1944.239
396128.614,3988358.221,1944.264,1944.264
396096.694,3988158.367,1944.307,1944.307
396144.473,3988043.536,1944.317,1944.317
396085.404,3988155.421,1944.334,1944.334
396138.101,3988030.288,1944.354,1944.354
396063.436,3988172.118,1944.366,1944.366
396107.320,3988294.376,1944.420,1944.420
396120.981,3988315.584,1944.511,1944.511
396095.937,3988139.252,1944.526,1944.526
396161.354,3987945.765,1944.660,1944.660
396109.723,3988304.045,1944.762,1944.762
396143.159,3987979.704,1944.816,1944.816
396143.411,3988038.469,1944.837,1944.837
396073.541,3988247.219,1944.885,1944.885
396096.585,3988134.208,1944.916,1944.916
396141.823,3987970.617,1944.936,1944.936
396136.649,3987992.940,1944.941,1944.941
396133.141,3988020.609,1944.976,1944.976
396068.191,3988161.393,1944.977,1944.977
396070.580,3988237.295,1945.006,1945.006
396132.207,3988004.415,1945.068,1945.068
396137.338,3988470.986,1945.090,1945.090
396093.971,3988100.074,1945.099,1945.099
396096.603,3988129.197,1945.130,1945.130
396136.270,3988446.333,1945.142,1945.142
396140.133,3988046.182,1945.209,1945.209
396132.913,3988361.871,1945.234,1945.234
396070.023,3988230.252,1945.245,1945.245
396137.974,3987982.757,1945.254,1945.254
396100.742,3988154.814,1945.293,1945.293
396113.006,3988057.493,1945.360,1945.360
396095.959,3988111.200,1945.402,1945.402
396064.548,3988193.339,1945.461,1945.461
396134.098,3987999.309,1945.464,1945.464
396095.972,3988086.116,1945.475,1945.475
396064.675,3988177.397,1945.526,1945.526
396097.820,3988144.019,1945.537,1945.537
396135.296,3988440.005,1945.552,1945.552
396074.989,3988216.213,1945.562,1945.562
396079.911,3988267.410,1945.604,1945.604
396136.394,3988452.059,1945.630,1945.630
396115.180,3988062.278,1945.635,1945.635
396066.653,3988198.199,1945.796,1945.796
396065.473,3988188.063,1945.805,1945.805
396098.067,3988118.885,1945.974,1945.974
396119.703,3988049.927,1945.983,1945.983
396107.386,3988288.373,1946.028,1946.028
396086.708,3988270.515,1946.091,1946.091
396073.125,3988159.069,1946.119,1946.119
396100.474,3988149.467,1946.122,1946.122
396136.266,3988378.226,1946.140,1946.140
396134.884,3988044.912,1946.151,1946.151
396065.938,3988183.084,1946.163,1946.163
396134.389,3988008.975,1946.164,1946.164
396135.371,3988434.771,1946.182,1946.182
396097.105,3988095.979,1946.230,1946.230
396150.470,3988040.329,1946.267,1946.267
396128.162,3988045.590,1946.285,1946.285
396101.459,3988078.010,1946.293,1946.293
396078.499,3988250.581,1946.304,1946.304
396109.153,3988070.774,1946.357,1946.357
396111.225,3988298.832,1946.376,1946.376
396134.155,3988368.725,1946.450,1946.450
396116.622,3988312.041,1946.458,1946.458
396079.900,3988157.699,1946.484,1946.484
396159.306,3987954.092,1946.518,1946.518
396111.196,3988066.049,1946.532,1946.532
